goodsId,name,publisher,price,productType,detailUrl,gameOs,cid,pid,systemCid,sceneId,totalFiveStarGenerals,sTactics,seasonStartDays,experiencedSeasons,specialOrangeEquipment,recruitmentCurrent,recruitmentTarget,transferStatus,wantedCount,publishedAgo,detailScrapeStatus,detailError,detailHeroCount,detailUniqueHeroCount,importantHeroMatchedCount,sp曹操,sp貂蝉,sp卢植,sp关羽,sp法正,马岱,刘备,sp马超,sp皇甫嵩,许攸,sp荀彧,sp郭嘉,贾诩,荀攸,孙尚香,孙权,凌统,周泰,sp周瑜,陆逊,sp吕蒙,sp诸葛亮,关兴,张苞,诸葛亮,sp袁绍,沮授,sp朱儁,庞统,姜维,关羽,关银屏,张飞,sp黄月英,司马懿,曹操,满宠,张角,左慈,于吉,张辽,郭嘉,王元姬,诸葛恪
1781619614476443,全典全满马岱法官三幻神,九游帐号,33158,成品号,https://www.jiaoyimao.com/jg1009207/1781619614476443.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,15816小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781614441230515,三幻神号便宜卖了,华为帐号,20000,成品号,https://www.jiaoyimao.com/jg1009207/1781614441230515.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,,00017小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779717363828075,三幻神有藏器和鉴时,九游帐号,29500,成品号,https://www.jiaoyimao.com/jg1009207/1779717363828075.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,50013,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776665922680928,脱坑大甩卖,华为帐号,1488,成品号,https://www.jiaoyimao.com/jg1009207/1776665922680928.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,4884,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768306975374159,老A8，给钱就卖，每周百战功,华为帐号,5400,成品号,https://www.jiaoyimao.com/jg1009207/1768306975374159.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,40025,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780629873951549,三幻神，装备齐全，属性高,九游帐号,6200,成品号,https://www.jiaoyimao.com/jg1009207/1780629873951549.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,20031,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780793140446718,为了梦想为了战功,九游帐号,65555,成品号,https://www.jiaoyimao.com/jg1009207/1780793140446718.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,5559,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779543281904505,四幻底 有6万金珠,华为帐号,29888,成品号,https://www.jiaoyimao.com/jg1009207/1779543281904505.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,88812,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763005144504394,满红sp马超皇马藏私法官,九游帐号,6000,成品号,https://www.jiaoyimao.com/jg1009207/1763005144504394.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,75,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761380656850953,满马，半红法官，富贵群弓三仙,九游帐号,9500,成品号,https://www.jiaoyimao.com/jg1009207/1761380656850953.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,50051,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781414075817917,最便宜四幻神，典藏动态满战法,华为帐号,43000,成品号,https://www.jiaoyimao.com/jg1009207/1781414075817917.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,14,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774964876291152,精品四幻神带王异，有霸业,华为帐号,35200,成品号,https://www.jiaoyimao.com/jg1009207/1774964876291152.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,20026,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781398466676835,超厚卡池，三幻神,九游帐号,36666,成品号,https://www.jiaoyimao.com/jg1009207/1781398466676835.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,6662,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776063194537841,高满三幻神 神威天将军,华为帐号,19888,成品号,https://www.jiaoyimao.com/jg1009207/1776063194537841.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,88836,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775966602834378,满红典三幻神加典藏焊工底子,华为帐号,28888,成品号,https://www.jiaoyimao.com/jg1009207/1775966602834378.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,88816,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781462340881016,满红皇马战法全的极品号,九游帐号,1999,成品号,https://www.jiaoyimao.com/jg1009207/1781462340881016.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,99911,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771926075691517,超厚卡池带两万珠,九游帐号,10888,成品号,https://www.jiaoyimao.com/jg1009207/1771926075691517.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,8889,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781429113490617,二红麒麟二红典父女三红虎巨,九游帐号,60,成品号,https://www.jiaoyimao.com/jg1009207/1781429113490617.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781364450798927,奸雄、奇门行雨道纲-无暇三仙,九游帐号,1688,成品号,https://www.jiaoyimao.com/jg1009207/1781364450798927.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,68837,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781615628136185,没时间玩，老A8,九游帐号,360,成品号,https://www.jiaoyimao.com/jg1009207/1781615628136185.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,36017小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781486234599265,3赛季，武将不错未来可期,华为帐号,330,成品号,https://www.jiaoyimao.com/jg1009207/1781486234599265.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,3309,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781179647737900,诚信出，阵容绝对不亏，可议,九游帐号,260,成品号,https://www.jiaoyimao.com/jg1009207/1781179647737900.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,2608,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781673697665754,典藏大汉弓雁行阵议价就出,九游帐号,500,成品号,https://www.jiaoyimao.com/jg1009207/1781673697665754.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,5001小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774491909519723,顶配三幻神,九游帐号,800,成品号,https://www.jiaoyimao.com/jg1009207/1774491909519723.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,8008,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776518717917284,上班没时间玩,九游帐号,40,成品号,https://www.jiaoyimao.com/jg1009207/1776518717917284.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,406,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779243144340539,充20万求贤霸业新区3万金珠,犀游帐号,11200,成品号,https://www.jiaoyimao.com/jg1009207/1779243144340539.html?isGray=true,安卓,1844419,1844418,1722830209425421,750,,,,,,,,,20040,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781673264371321,满红老A8 七队高红富贵北伐,九游帐号,488,成品号,https://www.jiaoyimao.com/jg1009207/1781673264371321.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,4881小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759652159771809,农业100 赛季刚开已开,九游帐号,78,成品号,https://www.jiaoyimao.com/jg1009207/1759652159771809.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,787,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781350306530115,满红张飞带踩踏,九游帐号,235,成品号,https://www.jiaoyimao.com/jg1009207/1781350306530115.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,23510,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737120078345097,喜欢就买吧,九游帐号,68,成品号,https://www.jiaoyimao.com/jg1009207/1737120078345097.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,681,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781080808067069,全典法官盾丨富贵骑丨北伐枪,九游帐号,2888,成品号,https://www.jiaoyimao.com/jg1009207/1781080808067069.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,88837,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779888366690262,S蜀智，勠力五谋，千里非攻北伐,九游帐号,688,成品号,https://www.jiaoyimao.com/jg1009207/1779888366690262.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,68823,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777666704358076,全网低价皇马群弓关关张黑丝,九游帐号,188,成品号,https://www.jiaoyimao.com/jg1009207/1777666704358076.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,1885,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779723721266639,打折出售了,九游帐号,160,成品号,https://www.jiaoyimao.com/jg1009207/1779723721266639.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,1601,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780041893159002,奸雄大汉弓,九游帐号,448,成品号,https://www.jiaoyimao.com/jg1009207/1780041893159002.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,44813,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781319915106049,极品装备营造全一百底子在重塑里,小米帐号,14500,成品号,https://www.jiaoyimao.com/jg1009207/1781319915106049.html?isGray=true,安卓,1844419,1844418,1568703583234194,750,,,,,,,,,5004,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780484916670198,新赛季治黑马满红王异,九游帐号,320,成品号,https://www.jiaoyimao.com/jg1009207/1780484916670198.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,32016,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781615906970509,满红周瑜，满红网红，太史慈,九游帐号,550,成品号,https://www.jiaoyimao.com/jg1009207/1781615906970509.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,55017小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781479163508137,伤心号不玩了,犀游帐号,800,成品号,https://www.jiaoyimao.com/jg1009207/1781479163508137.html?isGray=true,安卓,1844419,1844418,1722830209425421,750,,,,,,,,,80012,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781365904293213,四队强力主力，带卡框，带金饼,九游帐号,500,成品号,https://www.jiaoyimao.com/jg1009207/1781365904293213.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,50018,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780645395919200,处理了。。。,九游帐号,135,成品号,https://www.jiaoyimao.com/jg1009207/1780645395919200.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,1354,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781624922382607,便宜卖了了,小米帐号,60,成品号,https://www.jiaoyimao.com/jg1009207/1781624922382607.html?isGray=true,安卓,1844419,1844418,1568703583234194,750,,,,,,,,,,6014小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715601900924026,看到上带走吧,九游帐号,146,成品号,https://www.jiaoyimao.com/jg1009207/1715601900924026.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749214831440726,麒麟弓 渊骑 虎臣弓,九游帐号,68,成品号,https://www.jiaoyimao.com/jg1009207/1749214831440726.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,681,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781606215201271,皇马枪辽姬骑嘟嘟弓,九游帐号,180,成品号,https://www.jiaoyimao.com/jg1009207/1781606215201271.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,,18019小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779074194651584,满红皮肤狗官，慷慨弓,九游帐号,1250,成品号,https://www.jiaoyimao.com/jg1009207/1779074194651584.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,25018,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781279801429836,共存六对，大佬号，还有半红麒麟,九游帐号,499,成品号,https://www.jiaoyimao.com/jg1009207/1781279801429836.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,4994,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781399024837271,求贤满，万能、雁行、鉴时、守望,九游帐号,785,成品号,https://www.jiaoyimao.com/jg1009207/1781399024837271.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,7857,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780494982414486,满红北伐，半红法正，陶慧,小米帐号,1266,成品号,https://www.jiaoyimao.com/jg1009207/1780494982414486.html?isGray=true,安卓,1844419,1844418,1568703583234194,750,,,,,,,,,26612,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781670059938317,满红满典卡池厚,华为帐号,88888,成品号,https://www.jiaoyimao.com/jg1009207/1781670059938317.html?isGray=true,安卓,1844419,1844418,1568703583954575,750,,,,,,,,,,8882小时前发布,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781331668518370,至臻抽32次动态典藏皮肤多万金,九游帐号,4799,成品号,https://www.jiaoyimao.com/jg1009207/1781331668518370.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,79920,,success,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780469484122378,典藏带雁行麒麟蜀智,九游帐号,150,成品号,https://www.jiaoyimao.com/jg1009207/1780469484122378.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,15012,,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781567476675004,满红张角三仙，高红典藏张辽,九游帐号,488,成品号,https://www.jiaoyimao.com/jg1009207/1781567476675004.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,48813,,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777281096112066,女王盾网红枪北伐三仙慷慨有红度,九游帐号,180,成品号,https://www.jiaoyimao.com/jg1009207/1777281096112066.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,18010,,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781319712000778,典藏多直接低价出,九游帐号,188,成品号,https://www.jiaoyimao.com/jg1009207/1781319712000778.html?isGray=true,安卓,1844419,1844418,1673242941436126,750,,,,,,,,,18820,,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
